index,softwareUnderstanding,understandingConcepts,practiceSM,testSM
871,34,32.0,40.0,45.0
872,25,27.5,61.5,48.5
873,35,32.5,56.5,46.5
874,25,27.5,61.5,48.5
875,25,27.5,50.5,52.5
876,35,32.5,27.5,39.5
877,25,27.5,59.5,62.5
878,25,27.5,58.5,59.5
879,25,27.5,13.5,13.5
880,41,35.5,30.5,69.5
881,25,27.5,13.5,61.5
882,36,33.0,58.0,65.0
883,25,27.5,32.5,41.5
884,11,20.5,36.5,30.5
885,25,27.5,39.5,13.5
886,25,27.5,19.5,62.5
887,46,38.0,67.0,36.0
888,25,27.5,61.5,31.5
889,25,27.5,27.5,16.5
890,43,36.5,32.5,40.5
891,25,27.5,45.5,62.5
892,42,36.0,31.0,25.0
893,11,20.5,23.5,39.5
894,25,27.5,19.5,30.5
895,42,36.0,26.0,70.0
896,35,32.5,34.5,39.5
897,21,25.5,30.5,28.5
898,21,25.5,12.5,46.5
899,36,33.0,27.0,31.0
900,21,25.5,30.5,40.5
901,34,32.0,34.0,51.0
902,21,25.5,10.5,25.5
903,64,47.0,42.0,65.0
904,21,25.5,11.5,42.5
905,64,47.0,54.0,42.0
906,49,39.5,32.5,27.5
907,21,25.5,19.5,12.5
908,21,25.5,29.5,18.5
909,48,39.0,32.0,47.0
910,21,25.5,58.5,59.5
911,21,25.5,57.5,44.5
912,38,34.0,65.0,53.0
913,30,30.0,27.0,18.0
914,46,38.0,70.0,23.0
915,21,25.5,12.5,15.5
916,21,25.5,30.5,20.5
917,21,25.5,59.5,42.5
918,21,25.5,47.5,27.5
919,39,34.5,60.5,59.5
920,21,25.5,44.5,17.5
921,26,28.0,24.0,31.0
922,49,39.5,64.5,50.5
923,21,25.5,52.5,16.5
924,21,25.5,10.5,52.5
925,21,25.5,31.5,53.5
926,35,32.5,39.5,36.5
927,21,25.5,54.5,33.5
928,21,25.5,57.5,42.5
929,69,49.5,74.5,38.5
930,70,50.0,48.0,71.0
931,44,37.0,61.0,58.0
932,43,36.5,25.5,50.5
933,21,25.5,33.5,23.5
934,44,37.0,56.0,71.0
935,57,43.5,49.5,73.5
936,57,43.5,49.5,77.5
937,50,40.0,27.0,39.0
938,57,43.5,51.5,33.5
939,38,34.0,49.0,20.0
940,21,25.5,15.5,44.5
941,52,41.0,55.0,29.0
942,7,18.5,36.5,10.5
943,26,28.0,23.0,46.0
944,57,43.5,53.5,48.5
945,7,18.5,9.5,3.5
946,14,22.0,47.0,19.0
947,14,22.0,17.0,11.0
948,14,22.0,36.0,43.0
949,44,37.0,45.0,57.0
950,14,22.0,54.0,19.0
951,14,22.0,30.0,25.0
952,46,38.0,70.0,54.0
953,28,29.0,44.0,39.0
954,34,32.0,34.0,51.0
955,14,22.0,47.0,49.0
956,35,32.5,48.5,35.5
957,60,45.0,51.0,38.0
958,43,36.5,71.5,63.5
959,28,29.0,17.0,29.0
960,46,38.0,51.0,72.0
961,32,31.0,31.0,58.0
962,7,18.5,12.5,38.5
963,28,29.0,40.0,34.0
964,28,29.0,45.0,25.0
965,37,33.5,28.5,67.5
966,43,36.5,54.5,53.5
967,35,32.5,58.5,65.5
968,71,50.5,65.5,41.5
969,28,29.0,14.0,53.0
970,59,44.5,50.5,77.5
971,39,34.5,34.5,54.5
972,28,29.0,34.0,44.0
973,43,36.5,50.5,60.5
974,28,29.0,59.0,27.0
975,28,29.0,47.0,51.0
976,53,41.5,28.5,64.5
977,46,38.0,60.0,51.0
978,43,36.5,45.5,48.5
979,28,29.0,56.0,42.0
980,35,32.5,25.5,25.5
981,28,29.0,55.0,53.0
982,26,28.0,50.0,19.0
983,32,31.0,36.0,35.0
984,28,29.0,28.0,33.0
985,32,31.0,40.0,21.0
986,53,41.5,66.5,74.5
987,32,31.0,52.0,62.0
988,74,52.0,69.0,77.0
989,28,29.0,22.0,17.0
990,48,39.0,64.0,56.0
991,28,29.0,29.0,24.0
992,28,29.0,21.0,14.0
993,28,29.0,30.0,31.0
994,43,36.5,64.5,64.5
995,27,29.0,41.5,47.5
996,20,25.5,23.0,53.0
997,32,31.5,41.0,41.0
998,39,35.0,58.5,39.5
999,46,38.5,41.0,56.0
1000,11,21.0,47.5,22.5
1001,35,33.0,39.5,41.5
1002,41,36.0,62.5,37.5
1003,60,45.5,71.0,74.0
1004,26,28.5,55.0,17.0
1005,30,30.5,27.0,36.0
1006,39,35.0,58.5,44.5
1007,32,31.5,34.0,31.0
1008,40,35.5,57.0,39.0
1009,29,30.0,60.5,59.5
1010,44,37.5,30.0,35.0
1011,21,26.0,59.5,22.5
1012,25,28.0,26.5,22.5
1013,28,29.5,34.0,27.0
1014,17,24.0,24.5,47.5
1015,50,40.5,60.0,65.0
1016,28,29.5,58.0,38.0
1017,18,24.5,56.0,59.0
1018,21,26.0,49.5,45.5
1019,31,31.0,20.5,22.5
1020,32,31.5,30.0,32.0
1021,26,28.5,18.0,38.0
1022,37,34.0,41.5,61.5
1023,36,33.5,24.0,39.0
1024,29,30.0,29.5,38.5
1025,35,33.0,47.5,46.5
1026,41,36.0,41.5,63.5
1027,11,21.0,35.5,54.5
1028,51,41.0,58.5,63.5
1029,35,33.0,44.5,65.5
1030,35,33.0,34.5,61.5
1031,25,28.0,47.5,45.5
1032,25,28.0,24.5,45.5
1033,22,26.5,40.0,13.0
1034,25,28.0,54.5,42.5
1035,32,31.5,37.0,37.0
1036,25,28.0,25.5,52.5
1037,33,32.0,55.5,50.5
1038,28,29.5,42.0,43.0
1039,39,35.0,62.5,47.5
1040,18,24.5,53.0,38.0
1041,35,33.0,44.5,26.5
1042,44,37.5,37.0,60.0
1043,39,35.0,46.5,29.5
1044,43,37.0,26.5,33.5
1045,35,33.0,61.5,23.5
1046,19,25.0,51.5,47.5
1047,30,30.5,39.0,37.0
1048,16,23.5,17.0,56.0
1049,22,26.5,36.0,45.0
1050,26,28.5,19.0,27.0
1051,28,29.5,28.0,22.0
1052,19,25.0,42.5,45.5
1053,29,30.0,30.5,28.5
1054,31,31.0,49.5,32.5
1055,23,27.5,48.5,12.5
1056,23,27.5,47.5,42.5
1057,29,30.5,45.5,49.5
1058,46,39.0,43.0,33.0
1059,35,33.5,20.5,57.5
1060,24,28.0,61.0,21.0
1061,24,28.0,20.0,58.0
1062,34,33.0,62.0,46.0
1063,36,34.0,30.0,66.0
1064,21,26.5,42.5,55.5
1065,21,26.5,43.5,52.5
1066,21,26.5,41.5,19.5
1067,21,26.5,41.5,26.5
1068,25,28.5,57.5,26.5
1069,25,28.5,56.5,54.5
1070,75,53.5,40.5,48.5
1071,33,32.5,19.5,40.5
1072,19,25.5,26.5,36.5
1073,33,32.5,55.5,43.5
1074,19,25.5,34.5,43.5
1075,55,43.5,31.5,74.5
1076,36,34.0,33.0,54.0
1077,26,29.0,16.0,34.0
1078,18,25.0,49.0,37.0
1079,37,34.5,37.5,30.5
1080,37,34.5,68.5,20.5
1081,17,24.5,13.5,46.5
1082,37,34.5,21.5,32.5
1083,32,32.0,19.0,27.0
1084,16,24.0,46.0,44.0
1085,32,32.0,47.0,65.0
1086,27,29.5,33.5,25.5
1087,16,24.0,27.0,12.0
1088,28,30.0,23.0,57.0
1089,14,23.0,48.0,37.0
1090,43,37.5,40.5,38.5
1091,67,49.5,66.5,42.5
1092,40,36.0,68.0,65.0
1093,11,21.5,12.5,11.5
1094,39,35.5,34.5,51.5
1095,53,42.5,37.5,41.5
1096,46,39.0,39.0,58.0
1097,39,35.5,35.5,45.5
1098,28,30.0,26.0,43.0
1099,30,31.0,54.0,29.0
1100,28,30.0,43.0,50.0
1101,39,35.5,24.5,23.5
1102,29,30.5,40.5,25.5
1103,46,39.5,62.0,46.0
1104,37,35.0,28.5,31.5
1105,25,29.0,58.5,33.5
1106,12,22.5,7.0,55.0
1107,42,37.5,68.0,63.0
1108,14,23.5,51.0,24.0
1109,18,25.5,55.0,21.0
1110,25,29.0,36.5,37.5
1111,36,34.5,44.0,48.0
1112,31,32.0,43.5,52.5
1113,31,32.0,37.5,35.5
1114,29,31.0,43.5,36.5
1115,19,26.0,51.5,35.5
1116,15,24.0,51.5,44.5
1117,28,30.5,59.0,20.0
1118,46,39.5,49.0,71.0
1119,29,31.0,24.5,64.5
1120,19,26.0,30.5,25.5
1121,14,23.5,35.0,49.0
1122,19,26.0,25.5,52.5
1123,28,30.5,40.0,52.0
1124,37,35.0,45.5,68.5
1125,29,31.0,58.5,50.5
1126,46,39.5,25.0,73.0
1127,35,34.0,49.5,30.5
1128,21,27.0,23.5,41.5
1129,39,36.0,54.5,32.5
1130,21,27.0,49.5,22.5
1131,18,25.5,13.0,45.0
1132,21,27.0,38.5,36.5
1133,54,43.5,55.0,73.0
1134,31,32.0,48.5,27.5
1135,38,35.5,43.0,46.0
1136,39,36.0,30.5,61.5
1137,37,35.0,50.5,49.5
1138,28,30.5,60.0,22.0
1139,21,27.0,52.5,59.5
1140,18,25.5,32.0,14.0
1141,32,32.5,56.0,39.0
1142,32,32.5,17.0,37.0
1143,21,27.0,14.5,13.5
1144,47,40.0,56.5,36.5
1145,30,31.5,23.0,30.0
1146,33,33.0,40.5,53.5
1147,32,32.5,63.0,56.0
1148,40,36.5,35.0,47.0
1149,32,32.5,22.0,51.0
1150,32,32.5,17.0,22.0
1151,11,22.0,54.5,38.5
1152,37,35.0,66.5,57.5
1153,35,34.0,52.5,56.5
1154,32,32.5,22.0,60.0
1155,40,36.5,59.0,30.0
1156,25,29.0,35.5,41.5
1157,43,38.5,62.5,50.5
1158,26,30.0,50.0,46.0
1159,41,37.5,46.5,21.5
1160,40,37.0,24.0,63.0
1161,28,31.0,49.0,48.0
1162,18,26.0,27.0,22.0
1163,42,38.0,27.0,37.0
1164,18,26.0,11.0,27.0
1165,18,26.0,34.0,50.0
1166,42,38.0,55.0,31.0
1167,14,24.0,13.0,56.0
1168,14,24.0,44.0,12.0
1169,47,40.5,25.5,73.5
1170,18,26.0,30.0,54.0
1171,7,20.5,25.5,38.5
1172,18,26.0,54.0,23.0
1173,32,33.0,46.0,48.0
1174,32,33.0,18.0,39.0
1175,32,33.0,36.0,47.0
1176,32,33.0,19.0,18.0
1177,36,35.0,48.0,43.0
1178,25,29.5,15.5,46.5
1179,28,31.0,63.0,49.0
1180,25,29.5,36.5,41.5
1181,25,29.5,17.5,27.5
1182,35,34.5,18.5,18.5
1183,25,29.5,51.5,39.5
1184,35,34.5,31.5,31.5
1185,35,34.5,54.5,37.5
1186,35,34.5,53.5,36.5
1187,19,26.5,21.5,29.5
1188,51,42.5,43.5,65.5
1189,27,30.5,39.5,40.5
1190,35,34.5,17.5,35.5
1191,27,30.5,21.5,28.5
1192,35,34.5,30.5,44.5
1193,34,34.0,31.0,37.0
1194,44,39.0,37.0,47.0
1195,42,38.0,64.0,62.0
1196,11,22.5,33.5,33.5
1197,24,29.0,33.0,35.0
1198,48,41.0,32.0,44.0
1199,11,22.5,44.5,42.5
1200,35,34.5,41.5,22.5
1201,11,22.5,31.5,15.5
1202,11,22.5,53.5,55.5
1203,60,47.0,40.0,38.0
1204,46,40.0,47.0,36.0
1205,33,33.5,55.5,58.5
1206,46,40.0,51.0,61.0
1207,38,36.0,47.0,41.0
1208,22,28.0,38.0,52.0
1209,45,39.5,48.5,70.5
1210,41,37.5,49.5,65.5
1211,33,33.5,56.5,57.5
1212,33,33.5,33.5,28.5
1213,33,33.5,18.5,58.5
1214,54,44.0,50.0,39.0
1215,51,42.5,25.5,54.5
1216,21,27.5,55.5,32.5
1217,21,27.5,33.5,31.5
1218,42,38.0,23.0,22.0
1219,21,27.5,41.5,46.5
1220,22,28.0,39.0,47.0
1221,39,36.5,69.5,58.5
1222,41,37.5,45.5,20.5
1223,32,33.0,27.0,56.0
1224,22,28.5,38.0,22.0
1225,14,24.5,24.0,9.0
1226,22,28.5,49.0,23.0
1227,64,49.5,58.0,66.0
1228,43,39.0,46.5,71.5
1229,60,47.5,58.0,69.0
1230,41,38.0,63.5,48.5
1231,16,25.5,36.0,25.0
1232,45,40.0,52.5,26.5
1233,28,31.5,55.0,56.0
1234,14,24.5,10.0,34.0
1235,15,25.0,57.5,17.5
1236,30,32.5,44.0,30.0
1237,25,30.0,15.5,60.5
1238,30,32.5,26.0,54.0
1239,18,26.5,14.0,56.0
1240,38,36.5,34.0,21.0
1241,11,23.0,45.5,7.5
1242,25,30.0,45.5,62.5
1243,32,33.5,29.0,38.0
1244,14,24.5,22.0,31.0
1245,18,26.5,9.0,15.0
1246,54,44.5,55.0,76.0
1247,32,33.5,62.0,53.0
1248,32,33.5,46.0,61.0
1249,21,28.0,31.5,59.5
1250,31,33.0,28.5,19.5
1251,54,44.5,60.0,53.0
1252,35,35.0,19.5,36.5
1253,21,28.0,21.5,50.5
1254,35,35.0,26.5,50.5
1255,35,35.0,61.5,58.5
1256,18,26.5,28.0,57.0
1257,32,33.5,47.0,28.0
1258,39,37.0,34.5,38.5
1259,19,27.0,23.5,39.5
1260,29,32.0,53.5,48.5
1261,43,39.0,61.5,58.5
1262,25,30.0,60.5,33.5
1263,25,30.0,15.5,48.5
1264,32,33.5,24.0,63.0
1265,40,37.5,69.0,56.0
1266,25,30.0,55.5,43.5
1267,28,31.5,53.0,49.0
1268,63,49.0,71.5,35.5
1269,35,35.0,27.5,24.5
1270,27,31.0,59.5,53.5
1271,26,30.5,40.0,63.0
1272,23,29.0,16.5,35.5
1273,11,23.0,37.5,11.5
1274,32,33.5,17.0,38.0
1275,35,35.0,58.5,31.5
1276,11,23.0,6.5,18.5
1277,40,37.5,35.0,59.0
1278,28,31.5,33.0,64.0
1279,40,37.5,47.0,48.0
1280,30,32.5,32.0,48.0
1281,39,37.0,36.5,33.5
1282,27,31.0,63.5,29.5
1283,25,30.0,20.5,38.5
1284,25,30.0,53.5,28.5
1285,46,40.5,37.0,47.0
1286,31,33.0,38.5,63.5
1287,27,31.0,52.5,59.5
1288,11,23.0,48.5,5.5
1289,14,24.5,32.0,26.0
1290,22,28.5,59.0,29.0
1291,53,44.0,72.5,59.5
1292,34,35.0,65.0,36.0
1293,31,33.5,36.5,17.5
1294,25,30.5,21.5,31.5
1295,34,35.0,36.0,33.0
1296,11,23.5,5.5,48.5
1297,29,32.5,50.5,38.5
1298,48,42.0,57.0,65.0
1299,27,31.5,62.5,39.5
1300,32,34.0,37.0,64.0
1301,33,34.5,52.5,34.5
1302,32,34.0,56.0,39.0
1303,28,32.0,63.0,16.0
1304,38,37.0,47.0,38.0
1305,28,32.0,32.0,14.0
1306,30,33.0,63.0,33.0
1307,14,25.0,52.0,37.0
1308,25,30.5,59.5,14.5
1309,28,32.0,34.0,52.0
1310,32,34.0,43.0,22.0
1311,32,34.0,53.0,64.0
1312,40,38.0,22.0,58.0
1313,25,30.5,36.5,37.5
1314,45,40.5,62.5,72.5
1315,25,30.5,58.5,59.5
1316,49,42.5,68.5,28.5
1317,39,37.5,37.5,56.5
1318,36,36.0,53.0,66.0
1319,22,29.0,19.0,29.0
1320,25,30.5,60.5,61.5
1321,14,25.0,43.0,7.0
1322,21,28.5,29.5,50.5
1323,37,36.5,61.5,40.5
1324,14,25.0,7.0,31.0
1325,28,32.0,29.0,51.0
1326,31,33.5,59.5,24.5
1327,21,28.5,18.5,41.5
1328,22,29.0,32.0,35.0
1329,33,34.5,26.5,56.5
1330,25,30.5,50.5,20.5
1331,25,30.5,37.5,55.5
1332,33,34.5,44.5,41.5
1333,35,35.5,57.5,49.5
1334,31,33.5,43.5,18.5
1335,50,43.0,54.0,65.0
1336,25,30.5,48.5,22.5
1337,18,27.0,16.0,33.0
1338,18,27.0,12.0,15.0
1339,51,43.5,72.5,45.5
1340,40,38.0,34.0,68.0
1341,37,36.5,47.5,57.5
1342,26,31.0,39.0,17.0
1343,24,30.0,18.0,51.0
1344,26,31.0,39.0,25.0
1345,43,39.5,39.5,63.5
1346,28,32.0,51.0,63.0
1347,59,47.5,50.5,77.5
1348,43,39.5,63.5,61.5
1349,59,47.5,34.5,31.5
1350,39,37.5,69.5,31.5
1351,33,35.0,51.5,40.5
1352,43,40.0,39.5,23.5
1353,13,25.0,35.5,41.5
1354,45,41.0,33.5,51.5
1355,13,25.0,15.5,22.5
1356,14,25.5,40.0,8.0
1357,14,25.5,15.0,42.0
1358,14,25.5,47.0,40.0
1359,18,27.5,50.0,55.0
1360,18,27.5,48.0,26.0
1361,18,27.5,39.0,54.0
1362,18,27.5,13.0,36.0
1363,18,27.5,34.0,53.0
1364,19,28.0,9.5,40.5
1365,21,29.0,28.5,53.5
1366,21,29.0,52.5,19.5
1367,46,41.5,68.0,34.0
1368,25,31.0,40.5,23.5
1369,25,31.0,16.5,25.5
1370,25,31.0,59.5,49.5
1371,25,31.0,30.5,12.5
1372,25,31.0,31.5,16.5
1373,46,41.5,42.0,45.0
1374,46,41.5,42.0,25.0
1375,71,54.0,44.5,60.5
1376,26,31.5,33.0,24.0
1377,28,32.5,29.0,52.0
1378,28,32.5,17.0,41.0
1379,28,32.5,36.0,54.0
1380,28,32.5,30.0,58.0
1381,28,32.5,18.0,55.0
1382,28,32.5,36.0,26.0
1383,28,32.5,34.0,29.0
1384,28,32.5,50.0,56.0
1385,41,39.0,37.5,37.5
1386,41,39.0,60.5,47.5
1387,65,51.0,55.5,64.5
1388,40,38.5,48.0,32.0
1389,30,33.5,44.0,58.0
1390,31,34.0,38.5,57.5
1391,45,41.0,32.5,42.5
1392,32,34.5,65.0,42.0
1393,32,34.5,60.0,29.0
1394,32,34.5,58.0,19.0
1395,32,34.5,36.0,22.0
1396,32,34.5,49.0,52.0
1397,32,34.5,40.0,46.0
1398,32,34.5,38.0,66.0
1399,32,34.5,44.0,28.0
1400,32,34.5,18.0,56.0
1401,49,43.0,65.5,31.5
1402,33,35.0,55.5,42.5
1403,33,35.0,29.5,61.5
1404,33,35.0,28.5,37.5
1405,49,43.0,44.5,44.5
1406,33,35.0,19.5,41.5
1407,39,38.0,38.5,45.5
1408,39,38.0,67.5,50.5
1409,58,47.5,79.0,45.0
1410,57,47.0,54.5,44.5
1411,39,38.0,48.5,58.5
1412,39,38.0,40.5,54.5
1413,51,44.0,48.5,72.5
1414,35,36.0,45.5,36.5
1415,35,36.0,45.5,47.5
1416,36,36.5,33.0,47.0
1417,55,46.0,43.5,32.5
1418,51,44.0,42.5,53.5
1419,36,36.5,62.0,33.0
1420,38,37.5,52.0,45.0
1421,36,36.5,64.0,60.0
1422,54,45.5,65.0,62.0
1423,58,48.0,38.0,73.0
1424,54,46.0,52.0,53.0
1425,71,54.5,39.5,36.5
1426,54,46.0,49.0,62.0
1427,50,44.0,46.0,43.0
1428,53,45.5,72.5,29.5
1429,64,51.0,39.0,40.0
1430,51,44.5,58.5,59.5
1431,64,51.0,71.0,64.0
1432,38,38.0,56.0,61.0
1433,25,31.5,26.5,27.5
1434,25,31.5,47.5,43.5
1435,71,54.5,73.5,41.5
1436,30,34.0,41.0,24.0
1437,25,31.5,55.5,12.5
1438,36,37.0,41.0,57.0
1439,25,31.5,46.5,62.5
1440,25,31.5,52.5,55.5
1441,25,31.5,31.5,32.5
1442,46,42.0,57.0,73.0
1443,15,26.5,42.5,24.5
1444,25,31.5,27.5,43.5
1445,25,31.5,43.5,36.5
1446,46,42.0,23.0,45.0
1447,25,31.5,21.5,43.5
1448,48,43.0,36.0,32.0
1449,25,31.5,30.5,38.5
1450,25,31.5,31.5,16.5
1451,25,31.5,20.5,62.5
1452,25,31.5,30.5,61.5
1453,20,29.0,25.0,35.0
1454,52,45.0,29.0,35.0
1455,64,51.0,47.0,53.0
1456,25,31.5,45.5,31.5
1457,43,40.5,39.5,53.5
1458,43,40.5,45.5,66.5
1459,38,38.0,33.0,57.0
1460,29,33.5,21.5,40.5
1461,14,26.0,14.0,17.0
1462,39,38.5,19.5,51.5
1463,43,40.5,41.5,70.5
1464,56,47.0,60.0,39.0
1465,39,38.5,24.5,64.5
1466,59,48.5,71.5,34.5
1467,50,44.0,63.0,66.0
1468,14,26.0,48.0,57.0
1469,14,26.0,21.0,44.0
1470,19,28.5,19.5,55.5
1471,78,58.0,48.0,51.0
1472,14,26.0,21.0,46.0
1473,56,47.0,49.0,41.0
1474,35,36.5,37.5,38.5
1475,35,36.5,35.5,31.5
1476,50,44.0,75.0,28.0
1477,39,38.5,34.5,29.5
1478,35,36.5,47.5,56.5
1479,35,36.5,20.5,55.5
1480,35,36.5,35.5,35.5
1481,21,29.5,18.5,31.5
1482,19,28.5,56.5,36.5
1483,35,36.5,36.5,18.5
1484,35,36.5,45.5,61.5
1485,35,36.5,63.5,59.5
1486,35,36.5,53.5,46.5
1487,35,36.5,22.5,44.5
1488,7,22.5,48.5,44.5
1489,28,33.0,31.0,34.0
1490,43,40.5,39.5,61.5
1491,35,36.5,43.5,67.5
1492,21,29.5,27.5,51.5
1493,21,29.5,14.5,18.5
1494,39,38.5,66.5,61.5
1495,21,29.5,37.5,20.5
1496,43,40.5,27.5,65.5
1497,46,42.0,25.0,50.0
1498,21,29.5,42.5,60.5
1499,21,29.5,14.5,24.5
1500,21,29.5,46.5,55.5
1501,21,29.5,15.5,34.5
1502,34,36.0,43.0,58.0
1503,21,29.5,18.5,45.5
1504,34,36.0,59.0,17.0
1505,81,59.5,89.5,53.5
1506,21,29.5,39.5,15.5
1507,50,44.0,71.0,40.0
1508,49,43.5,58.5,67.5
1509,51,44.5,62.5,51.5
1510,21,29.5,16.5,12.5
1511,39,38.5,45.5,49.5
1512,34,36.0,23.0,21.0
1513,42,40.0,70.0,30.0
1514,39,38.5,38.5,53.5
1515,57,47.5,33.5,61.5
1516,58,48.0,71.0,54.0
1517,59,48.5,43.5,54.5
1518,49,43.5,40.5,31.5
1519,18,28.0,40.0,48.0
1520,35,36.5,41.5,66.5
1521,43,40.5,30.5,39.5
1522,18,28.0,39.0,12.0
1523,66,52.0,47.0,40.0
1524,33,35.5,26.5,32.5
1525,43,40.5,53.5,45.5
1526,18,28.0,38.0,39.0
1527,33,35.5,47.5,62.5
1528,18,28.0,45.0,18.0
1529,50,44.0,30.0,42.0
1530,18,28.0,18.0,37.0
1531,18,28.0,52.0,24.0
1532,29,33.5,58.5,23.5
1533,18,28.0,59.0,31.0
1534,21,29.5,59.5,17.5
1535,18,28.0,57.0,28.0
1536,49,43.5,47.5,42.5
1537,49,43.5,51.5,58.5
1538,18,28.0,22.0,31.0
1539,35,36.5,51.5,46.5
1540,77,57.5,48.5,73.5
1541,35,36.5,48.5,61.5
1542,39,38.5,67.5,35.5
1543,46,42.0,70.0,55.0
1544,35,36.5,37.5,55.5
1545,35,36.5,59.5,64.5
1546,43,40.5,26.5,32.5
1547,38,38.0,56.0,42.0
1548,60,49.0,42.0,76.0
1549,19,28.5,11.5,37.5
1550,58,48.0,66.0,56.0
1551,50,44.0,38.0,33.0
1552,21,29.5,39.5,32.5
1553,53,45.5,55.5,71.5
1554,32,35.0,23.0,19.0
1555,60,49.0,53.0,78.0
1556,60,49.0,68.0,64.0
1557,27,32.5,19.5,31.5
1558,58,48.0,55.0,70.0
1559,28,33.0,53.0,56.0
1560,53,45.5,32.5,33.5
1561,40,39.0,30.0,20.0
1562,16,27.0,43.0,45.0
1563,35,36.5,59.5,57.5
1564,40,39.0,31.0,20.0
1565,57,47.5,43.5,58.5
1566,35,36.5,56.5,48.5
1567,45,41.5,32.5,40.5
1568,35,36.5,19.5,49.5
1569,46,42.0,24.0,47.0
1570,46,42.0,70.0,25.0
1571,35,36.5,62.5,55.5
1572,39,38.5,24.5,23.5
1573,51,44.5,64.5,56.5
1574,46,42.0,41.0,34.0
1575,32,35.0,26.0,19.0
1576,32,35.0,54.0,50.0
1577,33,35.5,28.5,57.5
1578,27,32.5,57.5,45.5
1579,61,49.5,77.5,30.5
1580,57,47.5,74.5,50.5
1581,39,38.5,24.5,27.5
1582,32,35.0,30.0,64.0
1583,28,33.0,52.0,17.0
1584,28,33.0,41.0,28.0
1585,16,27.0,22.0,36.0
1586,35,36.5,64.5,24.5
1587,35,36.5,66.5,22.5
1588,28,33.0,17.0,23.0
1589,50,44.0,65.0,42.0
1590,32,35.0,62.0,51.0
1591,32,35.0,38.0,62.0
1592,28,33.0,64.0,17.0
1593,28,33.0,49.0,24.0
1594,50,44.0,46.0,42.0
1595,61,49.5,77.5,59.5
1596,35,36.5,63.5,47.5
1597,43,40.5,61.5,39.5
1598,22,30.0,33.0,28.0
1599,32,35.0,36.0,19.0
1600,32,35.0,60.0,40.0
1601,32,35.0,52.0,51.0
1602,87,62.5,74.5,63.5
1603,32,35.0,51.0,54.0
1604,32,35.0,27.0,63.0
1605,52,45.0,74.0,55.0
1606,38,38.0,24.0,55.0
1607,32,35.0,42.0,45.0
1608,43,40.5,59.5,49.5
1609,52,45.0,34.0,34.0
1610,19,28.5,40.5,27.5
1611,74,56.0,41.0,39.0
1612,56,47.0,48.0,69.0
1613,50,44.0,54.0,34.0
1614,37,37.5,58.5,65.5
1615,26,32.0,16.0,48.0
1616,46,42.0,49.0,24.0
1617,41,39.5,23.5,45.5
1618,62,50.0,61.0,39.0
1619,29,33.5,57.5,57.5
1620,74,56.0,76.0,73.0
1621,62,50.0,59.0,44.0
1622,32,35.0,37.0,44.0
1623,54,46.0,44.0,49.0
1624,32,35.0,46.0,41.0
1625,40,39.0,36.0,34.0
1626,43,40.5,54.5,67.5
1627,39,38.5,38.5,34.5
1628,35,36.5,54.5,65.5
1629,55,46.5,48.5,73.5
1630,22,30.0,31.0,60.0
1631,74,56.0,40.0,48.0
1632,36,37.0,45.0,51.0
1633,67,52.5,52.5,59.5
1634,43,40.5,41.5,24.5
1635,35,36.5,37.5,56.5
1636,51,44.5,51.5,32.5
1637,35,36.5,20.5,61.5
1638,37,37.5,55.5,57.5
1639,29,33.5,54.5,41.5
1640,54,46.0,36.0,48.0
1641,43,40.5,23.5,42.5
1642,31,34.5,27.5,34.5
1643,11,24.5,31.5,22.5
1644,19,28.5,36.5,39.5
1645,73,55.5,86.5,47.5
1646,29,33.5,48.5,18.5
1647,54,46.0,46.0,70.0
1648,44,41.0,66.0,45.0
1649,44,41.0,52.0,44.0
1650,42,40.0,68.0,39.0
1651,29,33.5,37.5,50.5
1652,67,52.5,51.5,69.5
1653,23,30.5,49.5,39.5
1654,29,33.5,22.5,25.5
1655,28,33.0,49.0,64.0
1656,28,33.0,16.0,43.0
1657,23,30.5,51.5,57.5
1658,47,42.5,40.5,62.5
1659,42,40.0,54.0,53.0
1660,11,24.5,10.5,5.5
1661,11,24.5,5.5,10.5
1662,62,50.0,43.0,60.0
1663,52,45.0,40.0,65.0
1664,11,24.5,33.5,54.5
1665,51,44.5,48.5,65.5
1666,73,55.5,56.5,74.5
1667,31,34.5,52.5,19.5
1668,28,33.0,26.0,51.0
1669,47,42.5,39.5,66.5
1670,51,44.5,38.5,73.5
1671,51,44.5,75.5,40.5
1672,40,39.0,60.0,66.0
1673,58,48.0,35.0,49.0
1674,25,31.5,22.5,13.5
1675,28,33.0,43.0,20.0
1676,28,33.0,28.0,25.0
1677,35,36.5,57.5,55.5
1678,70,54.0,80.0,51.0
1679,66,52.0,58.0,47.0
1680,28,33.0,37.0,54.0
1681,28,33.0,43.0,15.0
1682,47,42.5,27.5,50.5
1683,28,33.0,16.0,39.0
1684,28,33.0,43.0,35.0
1685,28,33.0,38.0,40.0
1686,42,40.0,24.0,25.0
1687,28,33.0,51.0,26.0
1688,50,44.0,75.0,61.0
1689,42,40.0,49.0,47.0
1690,44,41.0,33.0,28.0
1691,30,34.0,50.0,48.0
1692,28,33.0,53.0,33.0
1693,28,33.0,50.0,16.0
1694,48,43.0,67.0,53.0
1695,30,34.0,39.0,16.0
1696,40,39.0,46.0,47.0
1697,48,43.0,55.0,50.0
1698,15,26.5,28.5,19.5
1699,70,54.0,72.0,77.0
